,timedelta
18370,7
18371,20
18374,38
18375,1
18377,30
18379,21
18383,3
18385,9
18389,13
18390,40
18391,1
18392,5
18393,14
18394,3
18395,48
18398,32
18399,25
18403,6
18405,22
18406,25
18407,51
18410,52
18411,31
18416,8
18418,1
18422,48
18424,8
18425,21
18426,9
18427,32
18428,1
18430,37
18431,47
18435,1
18438,1
18443,34
18444,53
18445,23
18447,33
18449,1
18450,18
18451,2
18452,9
18453,28
18455,30
18459,59
18460,27
18466,55
18467,56
18469,38
18470,24
18471,17
18474,34
18475,44
18479,11
18480,18
18483,53
18484,24
18490,3
18493,3
18494,34
18495,11
18497,34
18498,18
18500,3
18503,21
18505,58
18506,19
18510,39
18512,18
18513,9
18514,55
18516,1
18519,46
18523,49
18525,55
18527,1
18528,13
18530,33
18531,52
18533,46
18537,12
18538,12
18540,38
18543,33
18548,56
18549,34
18550,7
18551,46
18552,2
18553,8
18554,58
18555,7
18565,34
18570,4
18573,13
18574,14
18576,27
18580,38
18583,27
18584,24
18591,0
18594,23
18595,14
18596,21
18601,54
18602,21
18608,1
18610,31
18612,56
18613,28
18614,41
18626,30
18628,33
18629,30
18631,41
18638,35
18641,30
18642,49
18643,20
18644,7
18657,60
18660,2
18661,8
18663,0
18665,12
18666,37
18668,7
18670,17
18671,5
18674,54
18676,23
18685,45
18688,3
18689,16
18690,9
18692,8
18694,59
18697,25
18700,31
18703,21
18704,55
18707,27
18710,10
18711,7
18719,52
18730,48
18731,22
18732,4
18737,14
18738,24
18740,30
18742,43
18743,5
18745,25
18748,57
18751,33
18754,1
18755,21
18757,2
18760,13
18762,40
18763,40
18765,57
18766,2
18767,43
18769,49
18770,41
18771,12
18772,9
18773,18
18774,12
18778,36
18779,57
18781,45
18783,52
18785,56
18788,8
18790,27
18791,8
18795,17
18796,5
18797,41
18799,21
18800,8
18802,32
18804,46
18805,15
18807,17
18808,2
18810,5
18811,3
18812,16
18813,12
18814,14
18815,11
18817,56
18820,3
18821,51
18825,28
18827,16
18828,9
18830,7
18834,41
18835,44
18836,39
18838,6
18839,32
18840,58
18844,4
18845,57
18846,57
18849,14
18850,31
18852,4
18856,20
18858,1
18859,10
18862,30
18864,50
18865,24
18867,8
18871,8
18873,53
18874,34
18876,26
18877,42
18878,35
18879,6
18887,46
18890,20
18892,6
18893,33
18895,43
18903,55
18904,58
18905,40
18909,14
18914,5
18918,4
18921,47
18923,24
18924,15
18932,47
18934,33
18935,4
18937,4
18940,8
18941,18
18942,11
18943,26
18950,26
18953,20
18956,49
18958,22
18959,2
18960,31
18962,34
18964,31
18965,31
18967,33
18968,32
18970,9
18971,12
18973,43
18975,36
18977,46
18978,43
18983,1
18985,8
18986,12
18991,44
18997,31
19001,22
19006,8
19012,55
19015,11
19016,60
19017,14
19019,49
19020,20
19025,12
19026,3
19027,51
19029,2
19033,23
19034,28
19038,3
19039,45
19044,47
19045,34
19046,6
19047,35
19048,15
19049,14
19051,59
19052,4
19061,35
19062,31
19069,23
19072,33
19073,8
19074,48
19075,55
19077,21
19078,60
19080,59
19081,15
19085,45
19086,30
19088,26
19090,10
19091,57
19092,7
19094,18
19098,45
19101,25
19104,5
19108,14
19112,59
19113,53
19114,48
19115,1
19118,38
19119,13
19121,53
19123,20
19124,17
19127,48
19128,26
19133,58
19136,60
19138,23
19140,14
19143,18
19146,10
19151,1
19152,2
19153,5
19156,6
19157,23
19159,33
19160,6
19161,44
19164,34
19166,42
19169,56
19171,27
19172,5
19174,19
19175,1
19179,36
19181,4
19182,12
19183,42
19185,6
19186,54
19187,53
19189,25
19191,39
19194,10
19195,51
19197,22
19205,50
19206,35
19209,21
19210,43
19211,49
19214,30
19216,57
19219,23
19220,10
19223,34
19229,19
19230,8
19231,14
19237,22
19238,14
19240,21
19242,4
19243,47
19245,5
19249,11
19250,9
19251,14
19252,18
19256,51
19258,23
19259,29
19262,55
19264,56
19265,38
19269,27
19270,5
19271,13
19272,16
19276,1
19278,14
19279,7
19280,32
19281,31
19282,19
19284,46
19285,32
19286,4
19289,8
19290,3
19292,28
19293,25
19294,32
19297,3
19298,21
19299,20
19305,29
19306,24
19307,59
19309,11
19313,42
19314,23
19320,29
19322,40
19324,7
19325,55
19326,11
19329,27
19331,1
19333,0
19334,20
19335,50
19338,22
19342,11
19344,39
19348,3
19349,25
19351,10
19354,54
19356,52
19358,23
19359,42
19360,26
19364,32
19366,3
19367,46
19369,48
19370,1
19371,1
19374,24
19377,18
19379,20
19384,7
19388,35
19393,51
19396,33
19399,26
19400,28
19401,5
19402,47
19403,10
19406,11
19407,22
19412,46
19414,53
19418,40
19420,43
19421,17
19422,52
19425,5
19426,39
19430,14
19431,40
19432,3
19435,25
19436,0
19437,51
19444,50
19445,6
19447,24
19449,24
19450,26
19452,43
19454,18
19455,29
19459,56
19461,36
19462,31
19463,13
19464,54
19466,52
19468,34
19473,14
19476,5
19478,39
19479,30
19481,11
19482,50
19483,47
19484,43
19486,14
19487,22
19490,18
19495,15
19498,15
19499,13
19501,32
19505,46
19506,1
19511,8
19515,17
19516,24
19520,27
19522,6
19523,20
19525,3
19526,38
19527,8
19530,54
19531,10
19534,56
19535,43
19536,32
19538,37
19539,29
19549,60
19550,35
19556,7
19558,19
19560,23
19564,23
19566,21
19567,37
19569,57
19570,42
19572,5
19574,7
19575,11
19578,12
19579,25
19582,4
19583,6
19585,37
19586,32
19587,13
19589,6
19595,22
19596,42
19598,10
19599,11
19600,22
19602,38
19603,54
19605,11
19612,26
19615,16
19616,41
19617,6
19624,27
19632,38
19634,17
19638,53
19639,54
19640,29
19641,15
19645,31
19648,31
19651,57
19656,44
19658,36
19660,9
19661,60
19663,17
19664,23
19665,24
19667,59
19668,22
19675,3
19678,3
19679,48
19683,13
19685,7
19686,2
19687,35
19688,37
19689,46
19690,32
19691,10
19698,1
19701,9
19705,31
19706,45
19708,16
19711,17
19713,29
19714,54
19716,56
19719,12
19721,57
19725,38
19726,41
19729,59
19734,2
19736,54
19737,27
19738,31
19739,45
19740,15
19743,41
19744,30
19749,16
19752,7
19754,1
19755,57
19757,2
19760,36
19762,0
19766,36
19767,20
19768,12
19769,16
19772,33
19774,21
19776,5
19779,51
19780,26
19781,21
19783,43
19785,27
19793,3
19794,2
19796,1
19799,4
19804,50
19806,7
19810,35
19811,56
19812,25
19813,15
19814,40
19816,47
19817,4
19819,37
19820,4
19822,9
19823,11
19826,23
19837,36
19839,45
19847,4
19849,6
19850,2
19851,14
19854,39
19855,17
19856,31
19860,48
19861,7
19862,56
19865,5
19870,23
19871,35
19872,55
19874,48
19876,54
19877,36
19880,44
19883,54
19885,13
19888,1
19890,60
19891,11
19892,15
19893,12
19894,29
19895,5
19896,52
19897,20
19900,23
19905,29
19906,19
19907,55
19908,25
19910,15
19911,1
19912,31
19915,15
19918,11
19919,19
19920,19
19921,50
19922,42
19925,40
19927,29
19928,25
19929,24
19933,4
19934,10
19936,55
19950,40
19952,11
19953,37
19954,23
19957,2
19958,18
19960,60
19963,4
19964,30
19970,34
19972,33
19974,33
19975,32
19977,50
19979,18
19980,25
19981,50
19984,52
19986,26
19987,43
19989,24
19995,5
19999,24
20001,12
20002,59
20003,12
20005,59
20006,57
20008,30
20009,15
20011,27
20013,9
20014,3
20022,18
20023,23
20029,9
20036,58
20039,25
20040,55
20041,12
20046,4
20047,45
20049,24
20050,32
20058,27
20059,10
20064,52
20065,38
20070,28
20071,41
20073,53
20075,33
20076,53
20078,31
20080,46
20082,13
20083,57
20086,22
20089,5
20092,31
20096,53
20099,7
20100,45
20101,23
20102,37
20108,17
20109,5
20116,14
20118,12
20119,51
20120,27
20121,46
20123,26
20124,43
20129,34
20131,55
20132,58
20134,23
20136,49
20142,25
20144,3
20145,26
20150,48
20151,43
20153,15
20154,0
20157,42
20158,46
20159,57
20160,16
20162,7
20163,39
20165,18
20167,19
20169,7
20170,44
20171,56
20176,1
20181,34
20182,3
20190,8
20192,2
20193,29
20196,39
20197,7
20199,41
20201,26
20203,31
20207,52
20209,8
20213,19
20216,37
20217,15
20220,28
20225,30
20226,26
20227,7
20230,4
20232,5
20234,36
20237,21
20244,12
20246,37
20247,40
20248,28
20249,9
20255,9
20258,18
20260,5
20262,13
20263,9
20264,2
20267,18
20274,48
20279,33
20281,30
20286,41
20287,23
20293,38
20295,10
20296,30
20297,58
20298,16
20301,11
20302,39
20303,31
20304,54
20307,18
20309,6
20310,19
20312,20
20313,4
20315,0
20316,39
20317,59
20328,2
20329,27
20331,36
20333,9
20334,1
20335,19
20336,39
20337,18
20338,20
20340,39
20341,20
20345,52
20347,49
20350,28
20354,24
20357,6
20362,25
20363,33
20365,46
20369,42
20371,1
20373,24
20375,25
20376,60
20377,19
20378,3
20379,41
20380,9
20383,4
20384,0
20385,7
20386,14
20389,38
20390,20
20392,44
20394,24
20395,48
20398,52
20404,60
20408,16
20412,16
20413,20
20420,32
20421,52
20426,46
20430,2
20431,25
20432,18
20434,21
20435,22
20438,36
20439,54
20440,56
20441,5
20442,55
20445,28
20448,29
20449,13
20450,50
20454,55
20455,23
20465,48
20470,39
20471,19
20475,51
20479,5
20482,7
20483,23
20484,52
20490,33
20491,2
20496,56
20499,15
20500,24
20502,41
20504,26
20507,59
20508,18
20512,13
20513,32
20519,23
20521,16
20523,52
20525,19
20527,29
20531,17
20533,33
20534,4
20535,52
20538,52
20539,2
20541,28
20542,12
20543,13
20547,36
20549,9
20550,6
20551,35
20552,15
20553,0
20554,51
20555,13
20556,1
20558,47
20560,34
20564,47
20568,26
20570,3
20573,15
20574,12
20576,14
20577,47
20580,3
20581,45
20584,4
20588,12
20589,29
20590,25
20592,45
20598,56
20599,2
20600,26
20605,53
20611,18
20612,46
20613,58
20615,50
20618,35
20619,2
20620,39
20621,26
20623,25
20624,23
20625,37
20626,39
20627,51
20631,39
20633,7
20636,27
20639,18
20641,31
20643,7
20644,8
20646,13
20647,23
20648,54
20653,7
20656,60
20657,23
20658,5
20659,49
20664,46
20666,26
20669,27
20671,26
20672,38
20674,55
20675,10
20676,11
20677,21
20678,27
20679,50
20680,6
20682,38
20684,5
20689,32
20690,60
20691,34
20693,41
20697,49
20702,6
20706,25
20707,44
20710,15
20713,7
20714,20
20717,2
20720,51
20723,14
20726,22
20735,13
20736,39
20740,29
20741,4
20742,12
20745,30
20748,59
20749,5
20753,1
20755,53
20760,35
20763,27
20767,53
20769,46
20770,26
20772,54
20774,58
20778,11
20780,18
20781,52
20783,0
20787,34
20789,38
20790,39
20791,46
20792,5
20793,29
20797,46
20801,37
20804,32
20808,25
20809,42
20810,30
20813,47
20815,5
20817,17
20821,16
20822,9
20823,21
20824,55
20828,20
20829,44
20830,47
20831,2
20832,24
20836,59
20838,43
20839,12
20841,42
20846,21
20850,27
20857,14
20858,28
20861,19
20868,22
20872,8
20873,27
20875,2
20876,21
20877,6
20878,47
20888,48
20889,16
20891,22
20895,5
20898,18
20899,2
20900,27
20901,5
20903,60
20904,47
20905,2
20908,56
20910,19
20912,3
20915,35
20916,53
20917,17
20919,60
20920,58
20921,38
20922,14
20924,12
20929,5
20930,51
20934,13
20936,49
20937,5
20938,22
20942,20
20944,57
20947,49
20951,15
20952,0
20954,6
20955,15
20956,36
20957,56
20958,19
20963,31
20966,21
20967,14
20972,4
20975,40
20976,37
20977,33
20978,45
20979,43
20982,16
20984,18
20985,18
20986,25
20987,34
20989,8
20990,26
20994,7
20999,50
21011,51
21014,13
21018,32
21020,24
21021,2
21025,24
21035,52
21036,50
21039,28
21042,13
21044,18
21047,59
21048,53
21049,46
21050,6
21051,20
21055,1
21056,8
21057,25
21063,9
21064,7
21065,7
21067,9
21071,51
21072,26
21074,43
21076,42
21077,31
21078,20
21080,24
21082,6
21085,53
21088,2
21089,25
21091,27
21093,45
21094,14
21095,15
21096,1
21101,32
21102,56
21104,19
21106,47
21110,31
21113,21
21114,51
21115,21
21116,1
21117,21
21122,35
21123,60
21124,36
21130,38
21131,30
21132,39
21134,15
21135,24
21138,43
21141,46
21143,3
21147,60
21152,5
21154,30
21157,33
21162,1
21164,13
21165,2
21166,19
21167,56
21168,7
21169,57
21170,17
21174,15
21183,37
21184,34
21186,18
21191,54
21197,28
21199,6
21201,37
21203,5
21204,16
21206,10
21208,11
21211,60
21215,20
21217,1
21219,58
21221,18
21228,52
21239,26
21244,20
21245,39
21247,4
21249,41
21250,4
21252,27
21255,5
21256,37
21261,50
21264,14
21265,57
21267,40
21268,16
21271,39
21277,24
21280,13
21282,47
21286,3
21288,15
21289,5
21290,1
21295,45
21296,4
21299,37
21302,57
21303,27
21304,33
21307,35
21309,17
21310,24
21314,13
21317,29
21318,16
21319,6
21322,32
21324,9
21328,22
21329,37
21330,21
21331,35
21332,15
21334,9
21335,41
21336,59
21340,11
21344,54
21346,9
21348,51
21349,8
21350,17
21353,30
21355,17
21358,24
21362,14
21364,2
21365,47
21366,27
21367,54
21369,37
21372,10
21374,19
21377,33
21380,24
21386,20
21389,22
21390,58
21393,8
21405,4
21408,45
21413,13
21414,9
21415,33
21418,31
21419,9
21421,15
21423,45
21425,24
21427,10
21429,1
21430,28
21436,1
21437,46
21444,57
21450,21
21451,13
21453,19
21462,4
21463,35
21464,11
21465,29
21466,20
21471,33
21472,14
21479,12
21481,34
21483,55
21490,46
21491,4
21496,27
21497,7
21498,25
21502,55
21503,5
21505,21
21507,38
21509,36
21510,5
21513,26
21514,41
21518,3
21519,29
21524,60
21530,3
21532,24
21535,21
21538,26
21540,58
21543,23
21544,33
21546,8
21551,43
21552,58
21555,35
21556,1
21557,27
21559,3
21560,11
21561,55
21562,49
21563,37
21564,55
21565,3
21572,21
21573,32
21575,1
21576,38
21580,8
21581,50
21582,2
21585,60
21588,22
21590,34
21591,10
21592,34
21593,6
21599,3
21602,27
21607,24
21609,24
21610,41
21612,48
21613,9
21617,23
21621,0
21622,38
21624,2
21626,1
21628,53
21630,6
21635,36
21638,7
21639,9
21640,7
21641,14
21642,8
21643,28
21644,25
21647,31
21649,32
21650,46
21651,16
21656,4
21657,47
21658,52
21659,2
21661,16
21662,24
21663,11
21666,18
21668,4
21669,40
21672,48
21673,5
21674,1
21677,17
21681,0
21683,48
21688,43
21689,22
21695,40
21696,20
21698,33
21702,37
21703,28
21706,44
21709,49
21710,18
21715,39
21721,48
21722,29
21723,32
21727,27
21728,21
21731,57
21734,31
21738,18
21740,6
21742,15
21745,5
21747,23
21750,36
21752,55
21753,28
21754,33
21755,50
21759,45
21760,10
21761,6
21765,21
21768,1
21772,13
21776,0
21779,45
21780,49
21782,9
21787,12
21788,58
21789,31
21790,26
21793,37
21794,21
21800,60
21802,31
21803,15
21805,43
21807,22
21809,29
21811,20
21816,3
21818,56
21819,19
21821,53
21827,44
21835,20
21839,45
21841,9
21842,22
21844,27
21845,17
21848,28
21853,12
21861,16
21862,14
21865,12
21869,29
21870,7
21872,11
21873,28
21874,44
21879,46
21881,15
21884,42
21885,4
21888,55
21889,38
21891,39
21895,36
21904,43
21905,2
21907,48
21909,56
21916,24
21918,43
21923,52
21926,32
21927,16
21932,44
21935,37
21938,43
21939,59
21940,40
21941,58
21942,48
21943,17
21944,12
21945,39
21948,41
21951,12
21957,20
21958,27
21959,49
21960,47
21967,26
21969,3
21972,53
21974,33
21976,18
21977,33
21979,57
21981,22
21982,21
21985,46
21987,18
21989,12
21991,17
21995,2
21996,4
21999,24
22003,5
22004,36
22007,31
22010,54
22011,25
22015,11
22017,32
22018,34
22026,13
22031,29
22036,54
22037,21
22038,2
22046,49
22047,19
22049,26
22051,24
22053,5
22054,9
22059,50
22063,37
22064,12
22070,46
22074,47
22075,4
22077,5
22080,20
22085,43
22086,32
22088,29
22089,18
22090,7
22092,60
22094,55
22095,31
22097,11
22098,4
22099,6
22100,35
22101,51
22106,21
22108,21
22111,29
22113,14
22114,25
22115,37
22118,0
22119,54
22121,51
22133,24
22135,21
22140,19
22142,47
22143,44
22144,55
22145,32
22148,20
22149,30
22150,22
22160,25
22166,51
22170,31
22179,43
22182,19
22191,57
22196,39
22199,4
22200,47
22205,6
22208,1
22211,26
22215,25
22223,9
22225,4
22226,33
22230,35
22231,47
22234,42
22236,19
22241,57
22242,38
22243,14
22247,42
22249,1
22250,28
22253,24
22254,39
22255,13
22257,4
22260,21
22261,25
22264,52
22267,40
22268,43
22269,44
22275,55
22277,30
22278,21
22281,32
22282,28
22287,24
22291,25
22292,17
22297,24
22304,31
22308,55
22315,26
22317,13
22318,3
22321,7
22322,58
22324,53
22327,2
22328,2
22332,2
22334,6
22339,35
22341,14
22343,13
22344,20
22349,46
22352,1
22355,60
22356,31
22357,6
22358,43
22363,41
22367,3
22369,45
22370,45
22372,39
22374,24
22377,16
22382,12
22386,45
22387,1
22390,11
22396,27
22397,44
22401,41
22404,32
22405,53
22406,24
22408,44
22411,7
22418,12
22419,20
22420,19
22421,20
22424,36
22426,58
22430,26
22431,12
22432,5
22434,17
22438,49
22445,13
22450,30
22451,7
22452,44
22454,5
22455,33
22459,10
22467,59
22472,25
22473,55
22474,7
22476,43
22479,35
22480,44
22483,29
22484,37
22488,50
22489,40
22491,51
22492,41
22493,59
22496,48
22504,16
22505,1
22506,54
22507,11
22510,45
22511,19
22512,20
22514,19
22517,11
22518,40
22519,38
22520,37
22523,12
22524,16
22528,37
22530,52
22533,5
22538,32
22545,8
22546,32
22547,58
22548,11
22550,48
22552,11
22553,43
22554,32
22559,40
22560,39
22561,56
22565,40
22568,5
22570,17
22571,59
22573,24
22575,42
22579,48
22583,56
22589,6
22597,17
22599,12
22603,31
22604,46
22609,43
22610,39
22613,13
22614,14
22615,2
22617,31
22618,3
22620,31
22621,16
22622,53
22624,3
22627,29
22633,21
22634,40
22636,17
22637,60
22642,3
22645,19
22649,35
22650,36
22653,15
22661,8
22674,32
22675,42
22681,27
22686,5
22687,6
22689,27
22690,18
22691,15
22693,19
22694,32
22695,7
22697,34
22701,59
22706,42
22710,8
22712,47
22716,21
22722,31
22723,15
22726,3
22728,11
22735,56
22736,8
22738,12
22740,3
22741,2
22746,19
22749,50
22755,11
22756,25
22757,19
22758,34
22760,21
22761,49
22767,31
22770,43
22771,53
22772,48
22777,22
22780,56
22781,50
22784,39
22786,46
22787,49
22789,18
22790,17
22791,12
22792,7
22794,54
22796,28
22802,10
22803,12
22807,39
22808,50
22809,7
22824,5
22825,31
22829,43
22835,39
22838,59
22841,25
22849,3
22852,31
22854,42
22862,14
22863,2
22864,17
22866,28
22867,14
22869,49
22872,21
22875,35
22878,51
22879,4
22880,41
22882,25
22883,48
22884,15
22886,7
22891,41
22892,47
22895,45
22896,50
22898,21
22901,33
22903,38
22906,52
22919,37
22922,46
22926,53
22927,21
22928,3
22930,27
22931,35
22936,3
22937,48
22947,32
22949,55
22954,23
22955,14
22956,15
22958,55
22959,37
22960,34
22964,8
22965,48
22969,54
22970,34
22971,22
22974,7
22975,35
22976,47
22978,45
22979,51
22980,50
22983,54
22985,17
22987,14
22990,23
22993,4
22996,14
22997,1
23002,10
23003,23
23005,15
23006,2
23007,51
23008,5
23012,50
23013,52
23015,23
23018,52
23020,49
23022,41
23026,60
23027,24
23028,56
23030,12
23033,32
23036,20
23037,45
23038,2
23042,1
23044,7
23046,23
23052,33
23056,13
23057,21
23058,55
23060,48
23061,33
23063,30
23065,18
23069,15
23072,26
23074,1
23075,4
23076,42
23078,2
23079,54
23080,2
23084,3
23086,44
23088,30
23089,0
23096,11
23101,38
23102,12
23104,54
23105,37
23107,39
23109,1
23111,5
23113,25
23116,59
23117,19
23118,14
23125,2
23126,21
23128,26
23129,8
23130,3
23132,23
23135,51
23136,21
23137,30
23138,8
23139,7
23140,19
23141,16
23143,14
23144,38
23149,50
23150,9
23156,51
23159,31
23165,9
23166,21
23168,26
23169,54
23171,35
23172,46
23174,52
23175,5
23176,36
23180,5
23181,20
23183,55
23184,27
23187,41
23192,25
23198,11
23199,44
23203,60
23205,21
23207,26
23208,8
23211,56
23213,19
23214,50
23215,27
23218,9
23219,25
23224,33
23228,12
23232,7
23235,24
23236,44
23238,30
23240,4
23241,22
23242,5
23244,27
23246,12
23247,14
23248,18
23249,41
23250,11
23255,55
23259,13
23261,4
23263,9
23264,28
23265,35
23269,52
23274,45
23277,28
23279,46
23280,45
23284,60
23291,54
23292,47
23294,53
23298,10
23299,59
23302,24
23306,48
23307,7
23308,52
23309,44
23310,28
23312,16
23313,27
23314,6
23315,16
23316,22
23318,9
23319,32
23320,9
23321,20
23323,19
23324,30
23325,44
23327,26
23331,2
23333,3
23335,23
23338,6
23339,7
23342,17
23345,49
23346,1
23347,41
23348,13
23352,20
23353,11
23357,9
23360,25
23363,4
23370,3
23372,57
23376,52
23377,10
23379,1
23380,19
23381,10
23383,32
23385,43
23386,51
23388,41
23390,22
23395,5
23397,46
23401,31
23402,25
23403,23
23405,33
23407,11
23409,5
23412,35
23413,33
23418,46
23419,16
23420,27
23421,29
23422,33
23423,36
23424,39
23425,30
23428,4
23430,37
23433,44
23435,11
23438,52
23440,55
23441,6
23445,37
23449,45
23453,20
23455,58
23460,3
23462,16
23463,7
23467,53
23468,52
23469,2
23471,22
23472,42
23478,54
23479,27
23481,44
23485,58
23486,31
23487,19
23488,47
23489,15
23495,46
23496,34
23497,15
23499,60
23501,48
23502,55
23504,4
23505,9
23506,13
23508,59
23509,26
23510,31
23512,19
23515,17
23516,39
23517,30
23522,47
23524,33
23526,32
23528,60
23531,51
23532,21
23535,1
23538,2
23539,39
23541,23
23545,9
23546,40
23548,33
23549,48
23550,58
23553,47
23555,52
23556,0
23558,60
23559,34
23560,29
23562,18
23568,9
23570,0
23574,7
23577,25
23581,9
23582,23
23583,29
23589,50
23590,34
23596,9
23597,11
23603,18
23604,43
23605,35
23608,10
23611,7
23613,13
23614,18
23616,11
23620,58
23621,27
23625,29
23628,11
23630,55
23633,39
23634,14
23638,20
23640,24
23642,4
23644,49
23647,46
23648,41
23652,10
23654,0
23655,12
23657,10
23659,47
23660,4
23661,50
23667,33
23669,23
23673,8
23674,15
23677,40
23678,44
23680,17
23684,38
23685,12
23686,37
23688,22
23691,32
23693,42
23694,18
23700,26
23701,1
23705,51
23708,9
23709,7
23712,10
23715,27
23717,41
23719,10
23727,20
23730,46
23731,25
23733,13
23736,46
23739,36
23743,14
23744,38
23745,52
23746,42
23748,26
23750,36
23754,35
23759,13
23760,1
23761,26
23764,10
23765,3
23766,52
23769,7
23771,41
23772,12
23773,60
23780,33
23781,34
23782,10
23787,27
23789,22
23793,48
23794,48
23796,37
23797,13
23800,36
23801,7
23807,28
23810,49
23811,0
23816,51
23818,34
23822,51
23826,53
23830,11
23831,31
23832,11
23833,5
23834,47
23838,5
23840,15
23842,31
23846,14
23847,45
23848,12
23849,56
23850,36
23852,39
23855,15
23858,2
23861,47
23862,29
23866,33
23868,60
23870,4
23873,34
23874,27
23878,12
23881,16
23882,13
23883,15
23884,57
23885,10
23888,31
23889,48
23890,57
23892,28
23894,42
